"module name","licenses","repository","licenseUrl","parents"
"os-browserify@0.3.0","MIT","https://github.com/CoderPuppy/os-browserify","https://github.com/CoderPuppy/os-browserify/raw/master/LICENSE","learn-starter"
"p-limit@1.3.0","MIT","https://github.com/sindresorhus/p-limit","https://github.com/sindresorhus/p-limit/raw/master/license","eslint-module-utils:learn-starter"
"p-limit@2.3.0","MIT","https://github.com/sindresorhus/p-limit","https://github.com/sindresorhus/p-limit/raw/master/license","p-locate:learn-starter"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit","https://github.com/sindresorhus/p-limit/raw/master/license","learn-starter"
"p-locate@2.0.0","MIT","https://github.com/sindresorhus/p-locate","https://github.com/sindresorhus/p-locate/raw/master/license","eslint-module-utils:learn-starter"
"p-locate@4.1.0","MIT","https://github.com/sindresorhus/p-locate","https://github.com/sindresorhus/p-locate/raw/master/license","learn-starter"
"p-try@1.0.0","MIT","https://github.com/sindresorhus/p-try","https://github.com/sindresorhus/p-try/raw/master/license","eslint-module-utils:learn-starter"
"p-try@2.2.0","MIT","https://github.com/sindresorhus/p-try","https://github.com/sindresorhus/p-try/raw/master/license","learn-starter"
"pako@1.0.11","(MIT AND Zlib)","https://github.com/nodeca/pako","https://github.com/nodeca/pako/raw/master/LICENSE","learn-starter"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module","https://github.com/sindresorhus/parent-module/raw/master/license","learn-starter"
"parse-asn1@5.1.6","ISC","https://github.com/crypto-browserify/parse-asn1","https://github.com/crypto-browserify/parse-asn1/raw/master/LICENSE","learn-starter"
"parse-json@4.0.0","MIT","https://github.com/sindresorhus/parse-json","https://github.com/sindresorhus/parse-json/raw/master/license","learn-starter"
"path-browserify@0.0.1","MIT","https://github.com/substack/path-browserify","https://github.com/substack/path-browserify/raw/master/LICENSE","node-libs-browser:learn-starter"
"path-browserify@1.0.1","MIT","https://github.com/browserify/path-browserify","https://github.com/browserify/path-browserify/raw/master/LICENSE","learn-starter"
"path-exists@3.0.0","MIT","https://github.com/sindresorhus/path-exists","https://github.com/sindresorhus/path-exists/raw/master/license","eslint-module-utils:learn-starter"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists","https://github.com/sindresorhus/path-exists/raw/master/license","learn-starter"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute","https://github.com/sindresorhus/path-is-absolute/raw/master/license","learn-starter"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key","https://github.com/sindresorhus/path-key/raw/master/license","learn-starter"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse","https://github.com/jbgutierrez/path-parse/raw/master/LICENSE","learn-starter"
"path-type@3.0.0","MIT","https://github.com/sindresorhus/path-type","https://github.com/sindresorhus/path-type/raw/master/license","read-pkg:learn-starter"
"path-type@4.0.0","MIT","https://github.com/sindresorhus/path-type","https://github.com/sindresorhus/path-type/raw/master/license","learn-starter"
"pbkdf2@3.1.2","MIT","https://github.com/crypto-browserify/pbkdf2","https://github.com/crypto-browserify/pbkdf2/raw/master/LICENSE","learn-starter"
"picomatch@2.3.0","MIT","https://github.com/micromatch/picomatch","https://github.com/micromatch/picomatch/raw/master/LICENSE","learn-starter"
"pify@3.0.0","MIT","https://github.com/sindresorhus/pify","https://github.com/sindresorhus/pify/raw/master/license","learn-starter"
"pkg-dir@2.0.0","MIT","https://github.com/sindresorhus/pkg-dir","https://github.com/sindresorhus/pkg-dir/raw/master/license","eslint-module-utils:learn-starter"
"pkg-dir@4.2.0","MIT","https://github.com/sindresorhus/pkg-dir","https://github.com/sindresorhus/pkg-dir/raw/master/license","learn-starter"
"pkg-up@2.0.0","MIT","https://github.com/sindresorhus/pkg-up","https://github.com/sindresorhus/pkg-up/raw/master/license","learn-starter"
"platform@1.3.6","MIT","https://github.com/bestiejs/platform.js","https://github.com/bestiejs/platform.js/raw/master/LICENSE","learn-starter"
"pnp-webpack-plugin@1.6.4","MIT","https://github.com/arcanis/pnp-webpack-plugin","https://github.com/arcanis/pnp-webpack-plugin","learn-starter"
"postcss@8.2.13","MIT","https://github.com/postcss/postcss","https://github.com/postcss/postcss/raw/master/LICENSE","learn-starter"
"prelude-ls@1.2.1","MIT","https://github.com/gkz/prelude-ls","https://github.com/gkz/prelude-ls/raw/master/LICENSE","learn-starter"
"process-nextick-args@2.0.1","MIT","https://github.com/calvinmetcalf/process-nextick-args","https://github.com/calvinmetcalf/process-nextick-args/raw/master/license.md","learn-starter"
"process@0.11.10","MIT","https://github.com/shtylman/node-process","https://github.com/shtylman/node-process/raw/master/LICENSE","learn-starter"
"progress@2.0.3","MIT","https://github.com/visionmedia/node-progress","https://github.com/visionmedia/node-progress/raw/master/LICENSE","learn-starter"
"prop-types@15.7.2","MIT","https://github.com/facebook/prop-types","https://github.com/facebook/prop-types/raw/master/LICENSE","learn-starter"
"public-encrypt@4.0.3","MIT","https://github.com/crypto-browserify/publicEncrypt","https://github.com/crypto-browserify/publicEncrypt/raw/master/LICENSE","learn-starter"
"punycode@1.3.2","MIT","https://github.com/bestiejs/punycode.js","https://github.com/bestiejs/punycode.js/raw/master/LICENSE-MIT.txt","url:learn-starter"
"punycode@1.4.1","MIT","https://github.com/bestiejs/punycode.js","https://github.com/bestiejs/punycode.js/raw/master/LICENSE-MIT.txt","node-libs-browser:learn-starter"
"punycode@2.1.1","MIT","https://github.com/bestiejs/punycode.js","https://github.com/bestiejs/punycode.js/raw/master/LICENSE-MIT.txt","learn-starter"
"querystring-es3@0.2.1","MIT","https://github.com/mike-spainhower/querystring","https://github.com/Gozala/enchain/License.md","learn-starter"
"querystring@0.2.0","MIT","https://github.com/Gozala/querystring","https://github.com/Gozala/enchain/License.md","url:learn-starter"
"querystring@0.2.1","MIT","https://github.com/Gozala/querystring","https://github.com/Gozala/querystring/raw/master/LICENSE","learn-starter"
"queue-microtask@1.2.3","MIT","https://github.com/feross/queue-microtask","https://github.com/feross/queue-microtask/raw/master/LICENSE","learn-starter"
"randombytes@2.1.0","MIT","https://github.com/crypto-browserify/randombytes","https://github.com/crypto-browserify/randombytes/raw/master/LICENSE","learn-starter"
"randomfill@1.0.4","MIT","https://github.com/crypto-browserify/randomfill","https://github.com/crypto-browserify/randomfill/raw/master/LICENSE","learn-starter"
"raw-body@2.4.1","MIT","https://github.com/stream-utils/raw-body","https://github.com/stream-utils/raw-body/raw/master/LICENSE","learn-starter"
"react-dom@17.0.1","MIT","https://github.com/facebook/react","https://github.com/facebook/react/raw/master/LICENSE","learn-starter"
"react-is@16.13.1","MIT","https://github.com/facebook/react","https://github.com/facebook/react/raw/master/LICENSE","learn-starter"
"react-refresh@0.8.3","MIT","https://github.com/facebook/react","https://github.com/facebook/react/raw/master/LICENSE","learn-starter"
"react@17.0.1","MIT","https://github.com/facebook/react","https://github.com/facebook/react/raw/master/LICENSE","learn-starter"
"read-installed@3.1.5","ISC","https://github.com/isaacs/read-installed","https://github.com/isaacs/read-installed/raw/master/LICENSE","learn-starter"
"read-package-json@1.3.3","ISC","https://github.com/isaacs/read-package-json","https://github.com/isaacs/read-package-json/raw/master/LICENSE","learn-starter"
"read-pkg-up@3.0.0","MIT","https://github.com/sindresorhus/read-pkg-up","https://github.com/sindresorhus/read-pkg-up/raw/master/license","learn-starter"
"read-pkg@3.0.0","MIT","https://github.com/sindresorhus/read-pkg","https://github.com/sindresorhus/read-pkg/raw/master/license","learn-starter"
"readable-stream@2.3.7","MIT","https://github.com/nodejs/readable-stream","https://github.com/nodejs/readable-stream/raw/master/LICENSE","node-libs-browser:learn-starter"
"readable-stream@3.6.0","MIT","https://github.com/nodejs/readable-stream","https://github.com/nodejs/readable-stream/raw/master/LICENSE","learn-starter"
"readdir-scoped-modules@1.1.0","ISC","https://github.com/npm/readdir-scoped-modules","https://github.com/npm/readdir-scoped-modules/raw/master/LICENSE","learn-starter"
"readdirp@3.5.0","MIT","https://github.com/paulmillr/readdirp","https://github.com/paulmillr/readdirp/raw/master/LICENSE","learn-starter"
"regenerator-runtime@0.13.7","MIT","https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime","https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime/raw/master/LICENSE","learn-starter"
"regexp.prototype.flags@1.3.1","MIT","https://github.com/es-shims/RegExp.prototype.flags","https://github.com/es-shims/RegExp.prototype.flags/raw/master/LICENSE","learn-starter"
"regexpp@3.2.0","MIT","https://github.com/mysticatea/regexpp","https://github.com/mysticatea/regexpp/raw/master/LICENSE","learn-starter"
"require-from-string@2.0.2","MIT","https://github.com/floatdrop/require-from-string","https://github.com/floatdrop/require-from-string/raw/master/license","learn-starter"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from","https://github.com/sindresorhus/resolve-from/raw/master/license","learn-starter"
"resolve@1.20.0","MIT","https://github.com/browserify/resolve","https://github.com/browserify/resolve/raw/master/LICENSE","learn-starter"
"resolve@2.0.0-next.3","MIT","https://github.com/browserify/resolve","https://github.com/browserify/resolve/raw/master/LICENSE","eslint-plugin-react:learn-starter"
"reusify@1.0.4","MIT","https://github.com/mcollina/reusify","https://github.com/mcollina/reusify/raw/master/LICENSE","learn-starter"
"rimraf@3.0.2","ISC","https://github.com/isaacs/rimraf","https://github.com/isaacs/rimraf/raw/master/LICENSE","learn-starter"
"ripemd160@2.0.2","MIT","https://github.com/crypto-browserify/ripemd160","https://github.com/crypto-browserify/ripemd160/raw/master/LICENSE","learn-starter"
"run-parallel@1.2.0","MIT","https://github.com/feross/run-parallel","https://github.com/feross/run-parallel/raw/master/LICENSE","learn-starter"
"safe-buffer@5.1.2","MIT","https://github.com/feross/safe-buffer","https://github.com/feross/safe-buffer/raw/master/LICENSE","node-libs-browser:learn-starter"
"safe-buffer@5.2.1","MIT","https://github.com/feross/safe-buffer","https://github.com/feross/safe-buffer/raw/master/LICENSE","learn-starter"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer","https://github.com/ChALkeR/safer-buffer/raw/master/LICENSE","learn-starter"
"scheduler@0.20.2","MIT","https://github.com/facebook/react","https://github.com/facebook/react/raw/master/LICENSE","learn-starter"
"semver@4.3.6","ISC","https://github.com/npm/node-semver","https://github.com/npm/node-semver/raw/master/LICENSE","read-package-json:learn-starter"
"semver@5.7.1","ISC","https://github.com/npm/node-semver","https://github.com/npm/node-semver/raw/master/LICENSE","normalize-package-data:learn-starter"
"semver@6.3.0","ISC","https://github.com/npm/node-semver","https://github.com/npm/node-semver/raw/master/LICENSE","learn-starter"
"semver@7.3.5","ISC","https://github.com/npm/node-semver","https://github.com/npm/node-semver/raw/master/LICENSE","@typescript-eslint/typescript-estree:learn-starter"
"setimmediate@1.0.5","MIT","https://github.com/YuzuJS/setImmediate","https://github.com/YuzuJS/setImmediate/raw/master/LICENSE.txt","learn-starter"
"setprototypeof@1.1.1","ISC","https://github.com/wesleytodd/setprototypeof","https://github.com/wesleytodd/setprototypeof/raw/master/LICENSE","learn-starter"
"sha.js@2.4.11","(MIT AND BSD-3-Clause)","https://github.com/crypto-browserify/sha.js","https://github.com/crypto-browserify/sha.js/raw/master/LICENSE","learn-starter"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command","https://github.com/kevva/shebang-command/raw/master/license","learn-starter"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex","https://github.com/sindresorhus/shebang-regex/raw/master/license","learn-starter"
"shell-quote@1.7.2","MIT","https://github.com/substack/node-shell-quote","https://github.com/substack/node-shell-quote/raw/master/LICENSE","learn-starter"
"side-channel@1.0.4","MIT","https://github.com/ljharb/side-channel","https://github.com/ljharb/side-channel/raw/master/LICENSE","learn-starter"
"slash@3.0.0","MIT","https://github.com/sindresorhus/slash","https://github.com/sindresorhus/slash/raw/master/license","learn-starter"
"slice-ansi@4.0.0","MIT","https://github.com/chalk/slice-ansi","https://github.com/chalk/slice-ansi/raw/master/license","learn-starter"
"slide@1.1.6","ISC","https://github.com/isaacs/slide-flow-control","https://github.com/isaacs/slide-flow-control/raw/master/LICENSE","learn-starter"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map","https://github.com/mozilla/source-map/raw/master/LICENSE","postcss:learn-starter"
"source-map@0.7.3","BSD-3-Clause","https://github.com/mozilla/source-map","https://github.com/mozilla/source-map/raw/master/LICENSE","styled-jsx:learn-starter"
"source-map@0.8.0-beta.0","BSD-3-Clause","https://github.com/mozilla/source-map","https://github.com/mozilla/source-map/raw/master/LICENSE","learn-starter"
"spdx-correct@3.1.1","Apache-2.0","https://github.com/jslicense/spdx-correct.js","https://github.com/jslicense/spdx-correct.js/raw/master/LICENSE","learn-starter"
"spdx-exceptions@2.3.0","CC-BY-3.0","https://github.com/kemitchell/spdx-exceptions.json","https://github.com/kemitchell/spdx-exceptions.json","learn-starter"
"spdx-expression-parse@3.0.1","MIT","https://github.com/jslicense/spdx-expression-parse.js","https://github.com/jslicense/spdx-expression-parse.js/raw/master/LICENSE","learn-starter"
"spdx-license-ids@3.0.9","CC0-1.0","https://github.com/jslicense/spdx-license-ids","https://github.com/jslicense/spdx-license-ids","learn-starter"
"sprintf-js@1.0.3","BSD-3-Clause","https://github.com/alexei/sprintf.js","https://github.com/alexei/sprintf.js/raw/master/LICENSE","learn-starter"
"stacktrace-parser@0.1.10","MIT","https://github.com/errwischt/stacktrace-parser","https://github.com/errwischt/stacktrace-parser/raw/master/LICENSE","learn-starter"
"statuses@1.5.0","MIT","https://github.com/jshttp/statuses","https://github.com/jshttp/statuses/raw/master/LICENSE","learn-starter"
"stream-browserify@2.0.2","MIT","https://github.com/browserify/stream-browserify","https://github.com/browserify/stream-browserify/raw/master/LICENSE","node-libs-browser:learn-starter"
"stream-browserify@3.0.0","MIT","https://github.com/browserify/stream-browserify","https://github.com/browserify/stream-browserify/raw/master/LICENSE","learn-starter"
"stream-http@2.8.3","MIT","https://github.com/jhiesey/stream-http","https://github.com/jhiesey/stream-http/raw/master/LICENSE","node-libs-browser:learn-starter"
"stream-http@3.1.1","MIT","https://github.com/jhiesey/stream-http","https://github.com/jhiesey/stream-http/raw/master/LICENSE","learn-starter"
"stream-parser@0.3.1","MIT","https://github.com/TooTallNate/node-stream-parser","https://github.com/TooTallNate/node-stream-parser/raw/master/LICENSE","learn-starter"
"string-hash@1.1.3","CC0-1.0","https://github.com/darkskyapp/string-hash","https://github.com/darkskyapp/string-hash","learn-starter"
"string-width@4.2.2","MIT","https://github.com/sindresorhus/string-width","https://github.com/sindresorhus/string-width/raw/master/license","learn-starter"
"string.prototype.matchall@4.0.5","MIT","https://github.com/es-shims/String.prototype.matchAll","https://github.com/es-shims/String.prototype.matchAll/raw/master/LICENSE","learn-starter"
"string.prototype.trimend@1.0.4","MIT","https://github.com/es-shims/String.prototype.trimEnd","https://github.com/es-shims/String.prototype.trimEnd/raw/master/LICENSE","learn-starter"
"string.prototype.trimstart@1.0.4","MIT","https://github.com/es-shims/String.prototype.trimStart","https://github.com/es-shims/String.prototype.trimStart/raw/master/LICENSE","learn-starter"
"string_decoder@1.1.1","MIT","https://github.com/nodejs/string_decoder","https://github.com/nodejs/string_decoder/raw/master/LICENSE","readable-stream:node-libs-browser:learn-starter"
"string_decoder@1.3.0","MIT","https://github.com/nodejs/string_decoder","https://github.com/nodejs/string_decoder/raw/master/LICENSE","learn-starter"
"strip-ansi@0.3.0","MIT","https://github.com/sindresorhus/strip-ansi","https://github.com/sindresorhus/strip-ansi","license-checker:learn-starter"
"strip-ansi@6.0.0","MIT","https://github.com/chalk/strip-ansi","https://github.com/chalk/strip-ansi/raw/master/license","learn-starter"
"strip-bom@3.0.0","MIT","https://github.com/sindresorhus/strip-bom","https://github.com/sindresorhus/strip-bom/raw/master/license","learn-starter"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments","https://github.com/sindresorhus/strip-json-comments/raw/master/license","learn-starter"
"styled-jsx@3.3.2","MIT","https://github.com/vercel/styled-jsx","https://github.com/vercel/styled-jsx/raw/master/license.md","learn-starter"
"stylis-rule-sheet@0.0.10","MIT","https://github.com/thysultan/stylis.js","https://github.com/thysultan/stylis.js","learn-starter"
"stylis@3.5.4","MIT","https://github.com/thysultan/stylis.js","https://github.com/thysultan/stylis.js/raw/master/LICENSE.md","learn-starter"
"supports-color@0.2.0","MIT","https://github.com/sindresorhus/supports-color","https://github.com/sindresorhus/supports-color","license-checker:learn-starter"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color","https://github.com/chalk/supports-color/raw/master/license","learn-starter"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color","https://github.com/chalk/supports-color/raw/master/license","@next/react-dev-overlay:learn-starter"
"supports-color@8.1.1","MIT","https://github.com/chalk/supports-color","https://github.com/chalk/supports-color/raw/master/license","jest-worker:learn-starter"
"table@6.7.1","BSD-3-Clause","https://github.com/gajus/table","https://github.com/gajus/table/raw/master/LICENSE","learn-starter"
"text-table@0.2.0","MIT","https://github.com/substack/text-table","https://github.com/substack/text-table/raw/master/LICENSE","learn-starter"
"timers-browserify@2.0.12","MIT","https://github.com/jryans/timers-browserify","https://github.com/jryans/timers-browserify/raw/master/LICENSE.md","learn-starter"
"to-arraybuffer@1.0.1","MIT","https://github.com/jhiesey/to-arraybuffer","https://github.com/jhiesey/to-arraybuffer/raw/master/LICENSE","learn-starter"
"to-fast-properties@2.0.0","MIT","https://github.com/sindresorhus/to-fast-properties","https://github.com/sindresorhus/to-fast-properties/raw/master/license","learn-starter"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range","https://github.com/micromatch/to-regex-range/raw/master/LICENSE","learn-starter"
"toidentifier@1.0.0","MIT","https://github.com/component/toidentifier","https://github.com/component/toidentifier/raw/master/LICENSE","learn-starter"
"tr46@1.0.1","MIT","https://github.com/Sebmaster/tr46.js","https://github.com/Sebmaster/tr46.js/raw/master/LICENSE.md","learn-starter"
"treeify@1.1.0","MIT","https://github.com/notatestuser/treeify","https://github.com/notatestuser/treeify/raw/master/LICENSE","learn-starter"
"ts-pnp@1.2.0","MIT","https://github.com/arcanis/ts-pnp","https://github.com/arcanis/ts-pnp","learn-starter"
"tsconfig-paths@3.9.0","MIT","https://github.com/dividab/tsconfig-paths","https://github.com/dividab/tsconfig-paths/raw/master/LICENSE","learn-starter"
"tslib@1.14.1","0BSD","https://github.com/Microsoft/tslib","https://github.com/Microsoft/tslib/raw/master/LICENSE.txt","learn-starter"
"tsutils@3.21.0","MIT","https://github.com/ajafff/tsutils","https://github.com/ajafff/tsutils/raw/master/LICENSE","learn-starter"
"tty-browserify@0.0.0","MIT","https://github.com/substack/tty-browserify","https://github.com/substack/tty-browserify/raw/master/LICENSE","node-libs-browser:learn-starter"
"tty-browserify@0.0.1","MIT","https://github.com/browserify/tty-browserify","https://github.com/browserify/tty-browserify/raw/master/LICENSE","learn-starter"
"type-check@0.4.0","MIT","https://github.com/gkz/type-check","https://github.com/gkz/type-check/raw/master/LICENSE","learn-starter"
"type-fest@0.20.2","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest","https://github.com/sindresorhus/type-fest/raw/master/license","globals:learn-starter"
"type-fest@0.7.1","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest","https://github.com/sindresorhus/type-fest/raw/master/license","learn-starter"
"typescript@4.3.4","Apache-2.0","https://github.com/Microsoft/TypeScript","https://github.com/Microsoft/TypeScript/raw/master/LICENSE.txt","learn-starter"
"unbox-primitive@1.0.1","MIT","https://github.com/ljharb/unbox-primitive","https://github.com/ljharb/unbox-primitive/raw/master/LICENSE","learn-starter"
"unpipe@1.0.0","MIT","https://github.com/stream-utils/unpipe","https://github.com/stream-utils/unpipe/raw/master/LICENSE","learn-starter"
"uri-js@4.4.1","BSD-2-Clause","https://github.com/garycourt/uri-js","https://github.com/garycourt/uri-js/raw/master/LICENSE","learn-starter"
"url@0.11.0","MIT","https://github.com/defunctzombie/node-url","https://github.com/defunctzombie/node-url/raw/master/LICENSE","learn-starter"
"use-subscription@1.5.1","MIT","https://github.com/facebook/react","https://github.com/facebook/react/raw/master/LICENSE","learn-starter"
"util-deprecate@1.0.2","MIT","https://github.com/TooTallNate/util-deprecate","https://github.com/TooTallNate/util-deprecate/raw/master/LICENSE","learn-starter"
"util-extend@1.0.3","MIT","https://github.com/isaacs/util-extend","https://github.com/isaacs/util-extend/raw/master/LICENSE","learn-starter"
"util@0.10.3","MIT","https://github.com/defunctzombie/node-util","https://github.com/defunctzombie/node-util/raw/master/LICENSE","assert:node-libs-browser:learn-starter"
"util@0.11.1","MIT","https://github.com/defunctzombie/node-util","https://github.com/defunctzombie/node-util/raw/master/LICENSE","node-libs-browser:learn-starter"
"util@0.12.3","MIT","https://github.com/browserify/node-util","https://github.com/browserify/node-util/raw/master/LICENSE","learn-starter"
"v8-compile-cache@2.3.0","MIT","https://github.com/zertosh/v8-compile-cache","https://github.com/zertosh/v8-compile-cache/raw/master/LICENSE","learn-starter"
"validate-npm-package-license@3.0.4","Apache-2.0","https://github.com/kemitchell/validate-npm-package-license.js","https://github.com/kemitchell/validate-npm-package-license.js/raw/master/LICENSE","learn-starter"
"vm-browserify@1.1.2","MIT","https://github.com/substack/vm-browserify","https://github.com/substack/vm-browserify/raw/master/LICENSE","learn-starter"
"watchpack@2.1.1","MIT","https://github.com/webpack/watchpack","https://github.com/webpack/watchpack/raw/master/LICENSE","learn-starter"
"webidl-conversions@4.0.2","BSD-2-Clause","https://github.com/jsdom/webidl-conversions","https://github.com/jsdom/webidl-conversions/raw/master/LICENSE.md","learn-starter"
"whatwg-url@7.1.0","MIT","https://github.com/jsdom/whatwg-url","https://github.com/jsdom/whatwg-url/raw/master/LICENSE.txt","learn-starter"
"which-boxed-primitive@1.0.2","MIT","https://github.com/inspect-js/which-boxed-primitive","https://github.com/inspect-js/which-boxed-primitive/raw/master/LICENSE","learn-starter"
"which-typed-array@1.1.4","MIT","https://github.com/inspect-js/which-typed-array","https://github.com/inspect-js/which-typed-array/raw/master/LICENSE","learn-starter"
"which@2.0.2","ISC","https://github.com/isaacs/node-which","https://github.com/isaacs/node-which/raw/master/LICENSE","learn-starter"
"word-wrap@1.2.3","MIT","https://github.com/jonschlinkert/word-wrap","https://github.com/jonschlinkert/word-wrap/raw/master/LICENSE","learn-starter"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy","https://github.com/npm/wrappy/raw/master/LICENSE","learn-starter"
"xtend@4.0.2","MIT","https://github.com/Raynos/xtend","https://github.com/Raynos/xtend/raw/master/LICENSE","learn-starter"
"yallist@4.0.0","ISC","https://github.com/isaacs/yallist","https://github.com/isaacs/yallist/raw/master/LICENSE","learn-starter"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue","https://github.com/sindresorhus/yocto-queue/raw/master/license","learn-starter"